sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,35732.259,244.365,28000.219,223.787,184300,21117765,168780
Fell Cleave,71,75935.521,54.601,7148.531,103.788,41180,5391422,78277
Inner Chaos,22,110145.273,19.252,3212.936,19.814,14520,2423196,14944
Auto,225,9166.231,26.85,2734.556,47.31,20250,2062402,35681
Maim,61,30445.607,27.499,2462.453,81.449,20740,1857182,61429
Storm's Path,40,44750.75,26.518,2373.416,96.844,20000,1790030,73040
Primal Ruination,13,128241.077,13.445,2210.467,17.738,10140,1667134,13378
Primal Rend,13,115087.385,12.066,1983.739,15.92,9100,1496136,12007
Heavy Swing,61,21457.115,19.411,1735.46,57.376,14640,1308884,43273
Storm's Eye,21,44635.143,13.922,1242.824,70.053,10500,937338,52834
Upheaval,24,38697.042,13.365,1231.409,65.452,10080,928729,49364
Primal Wrath,13,66393.923,12.066,1144.419,83.181,9100,863121,62735
Onslaught,27,14525.593,5.37,520.009,26.339,4050,392191,19865
