sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12172.0,42,53462,12172,0,49391,0,0
5841,6511,Dosis III,55065.0,42,108527,12172,0,49391,0,0
6701,7233,Auto,23.0,65,108527,12172,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12172.0,65,108527,24344,0,49391,0,0
7322,7992,Phlegma III,91341.0,65,108527,24344,91341,49391,0,0
7942,9042,Psyche,91341.0,65,108527,24344,91341,49391,91341,0
9501,10033,Auto,23.0,88,108527,24344,91341,49391,91341,0
9762,10432,Phlegma III,91341.0,88,108527,24344,182682,49391,91341,0
940,10500,Eukrasian Dosis III (dot),12172.0,88,108527,36516,182682,49391,91341,0
940,13500,Eukrasian Dosis III (dot),12172.0,88,108527,48688,182682,49391,91341,0
13163,13833,Dosis III,57818.0,88,166345,48688,182682,49391,91341,0
13663,14195,Auto,23.0,111,166345,48688,182682,49391,91341,0
15603,16273,Dosis III,57818.0,111,224163,48688,182682,49391,91341,0
940,16500,Eukrasian Dosis III (dot),12172.0,111,224163,60860,182682,49391,91341,0
16463,16995,Auto,23.0,134,224163,60860,182682,49391,91341,0
18044,18714,Dosis III,57818.0,134,281981,60860,182682,49391,91341,0
940,19500,Eukrasian Dosis III (dot),12172.0,134,281981,73032,182682,49391,91341,0
19263,19795,Auto,23.0,157,281981,73032,182682,49391,91341,0
20484,21154,Dosis III,57818.0,157,339799,73032,182682,49391,91341,0
940,22500,Eukrasian Dosis III (dot),12172.0,157,339799,85204,182682,49391,91341,0
22924,23594,Dosis III,57818.0,157,397617,85204,182682,49391,91341,0
23424,23956,Auto,23.0,180,397617,85204,182682,49391,91341,0
940,25500,Eukrasian Dosis III (dot),12172.0,180,397617,97376,182682,49391,91341,0
26224,26756,Auto,21.0,201,397617,97376,182682,49391,91341,0
25406,28500,Eukrasian Dosis III (dot),12780.0,201,397617,110156,182682,49391,91341,0
27866,28536,Dosis III,53462.0,201,451079,110156,182682,49391,91341,0
29024,29556,Auto,21.0,222,451079,110156,182682,49391,91341,0
30307,30977,Dosis III,53462.0,222,504541,110156,182682,49391,91341,0
25406,31500,Eukrasian Dosis III (dot),12780.0,222,504541,122936,182682,49391,91341,0
32747,33417,Dosis III,49391.0,222,553932,122936,182682,49391,91341,0
33247,33779,Auto,21.0,243,553932,122936,182682,49391,91341,0
25406,34500,Eukrasian Dosis III (dot),12780.0,243,553932,135716,182682,49391,91341,0
35188,35858,Dosis III,49391.0,243,603323,135716,182682,49391,91341,0
36047,36579,Auto,21.0,264,603323,135716,182682,49391,91341,0
25406,37500,Eukrasian Dosis III (dot),12780.0,264,603323,148496,182682,49391,91341,0
37628,38298,Dosis III,49391.0,264,652714,148496,182682,49391,91341,0
38847,39379,Auto,21.0,285,652714,148496,182682,49391,91341,0
25406,40500,Eukrasian Dosis III (dot),12780.0,285,652714,161276,182682,49391,91341,0
40069,40739,Dosis III,49391.0,285,702105,161276,182682,49391,91341,0
42509,43179,Dosis III,49391.0,285,751496,161276,182682,49391,91341,0
25406,43500,Eukrasian Dosis III (dot),12780.0,285,751496,174056,182682,49391,91341,0
43009,43541,Auto,21.0,306,751496,174056,182682,49391,91341,0
44949,45619,Dosis III,49391.0,306,800887,174056,182682,49391,91341,0
45809,46341,Auto,21.0,327,800887,174056,182682,49391,91341,0
25406,46500,Eukrasian Dosis III (dot),12780.0,327,800887,186836,182682,49391,91341,0
47390,48060,Dosis III,49391.0,327,850278,186836,182682,49391,91341,0
48609,49141,Auto,21.0,348,850278,186836,182682,49391,91341,0
25406,49500,Eukrasian Dosis III (dot),12780.0,348,850278,199616,182682,49391,91341,0
49830,50500,Dosis III,49391.0,348,899669,199616,182682,49391,91341,0
25406,52500,Eukrasian Dosis III (dot),12780.0,348,899669,212396,182682,49391,91341,0
52271,52941,Dosis III,49391.0,348,949060,212396,182682,49391,91341,0
52771,53303,Auto,21.0,369,949060,212396,182682,49391,91341,0
